(0, 0);vide
(0, 1);vide
(0, 2);vide
(0, 3);vide
(0, 4);vide
(0, 5);vide
(0, 6);vide
(0, 7);vide
(0, 8);vide
(0, 9);vide
(0, 10);vide
(0, 11);vide
(0, 12);vide
(0, 13);vide
(0, 14);vide
(0, 15);vide
(0, 16);vide
(0, 17);vide
(0, 18);vide
(0, 19);vide
(0, 20);vide
(0, 21);vide
(0, 22);vide
(0, 23);vide
(0, 24);vide
(0, 25);vide
(0, 26);vide
(0, 27);vide
(0, 28);vide
(0, 29);vide
(1, 0);vide
(1, 1);vide
(1, 2);vide
(1, 3);vide
(1, 4);vide
(1, 5);vide
(1, 6);vide
(1, 7);vide
(1, 8);vide
(1, 9);vide
(1, 10);vide
(1, 11);vide
(1, 12);vide
(1, 13);vide
(1, 14);vide
(1, 15);vide
(1, 16);vide
(1, 17);vide
(1, 18);vide
(1, 19);vide
(1, 20);vide
(1, 21);vide
(1, 22);spawnPoint
(1, 23);vide
(1, 24);vide
(1, 25);vide
(1, 26);vide
(1, 27);vide
(1, 28);vide
(1, 29);vide
(2, 0);vide
(2, 1);vide
(2, 2);vide
(2, 3);vide
(2, 4);vide
(2, 5);vide
(2, 6);vide
(2, 7);vide
(2, 8);vide
(2, 9);vide
(2, 10);vide
(2, 11);vide
(2, 12);vide
(2, 13);vide
(2, 14);vide
(2, 15);vide
(2, 16);vide
(2, 17);mur
(2, 18);vide
(2, 19);vide
(2, 20);vide
(2, 21);vide
(2, 22);spawnPoint
(2, 23);vide
(2, 24);vide
(2, 25);vide
(2, 26);vide
(2, 27);vide
(2, 28);vide
(2, 29);vide
(3, 0);vide
(3, 1);vide
(3, 2);vide
(3, 3);vide
(3, 4);vide
(3, 5);vide
(3, 6);vide
(3, 7);vide
(3, 8);vide
(3, 9);vide
(3, 10);vide
(3, 11);vide
(3, 12);vide
(3, 13);vide
(3, 14);vide
(3, 15);mur
(3, 16);vide
(3, 17);vide
(3, 18);vide
(3, 19);vide
(3, 20);vide
(3, 21);vide
(3, 22);spawnPoint
(3, 23);vide
(3, 24);vide
(3, 25);vide
(3, 26);vide
(3, 27);vide
(3, 28);vide
(3, 29);vide
(4, 0);vide
(4, 1);vide
(4, 2);vide
(4, 3);vide
(4, 4);vide
(4, 5);vide
(4, 6);vide
(4, 7);vide
(4, 8);vide
(4, 9);vide
(4, 10);vide
(4, 11);vide
(4, 12);vide
(4, 13);vide
(4, 14);mur
(4, 15);vide
(4, 16);vide
(4, 17);mur
(4, 18);vide
(4, 19);vide
(4, 20);vide
(4, 21);vide
(4, 22);vide
(4, 23);vide
(4, 24);vide
(4, 25);vide
(4, 26);vide
(4, 27);vide
(4, 28);vide
(4, 29);vide
(5, 0);vide
(5, 1);vide
(5, 2);vide
(5, 3);vide
(5, 4);vide
(5, 5);vide
(5, 6);vide
(5, 7);vide
(5, 8);vide
(5, 9);vide
(5, 10);vide
(5, 11);vide
(5, 12);vide
(5, 13);mur
(5, 14);vide
(5, 15);vide
(5, 16);vide
(5, 17);mur
(5, 18);vide
(5, 19);vide
(5, 20);vide
(5, 21);vide
(5, 22);vide
(5, 23);vide
(5, 24);vide
(5, 25);vide
(5, 26);vide
(5, 27);vide
(5, 28);vide
(5, 29);vide
(6, 0);vide
(6, 1);vide
(6, 2);vide
(6, 3);vide
(6, 4);vide
(6, 5);vide
(6, 6);vide
(6, 7);vide
(6, 8);vide
(6, 9);vide
(6, 10);vide
(6, 11);vide
(6, 12);vide
(6, 13);vide
(6, 14);mur
(6, 15);vide
(6, 16);vide
(6, 17);vide
(6, 18);vide
(6, 19);vide
(6, 20);vide
(6, 21);vide
(6, 22);spawnPoint
(6, 23);vide
(6, 24);vide
(6, 25);vide
(6, 26);vide
(6, 27);vide
(6, 28);vide
(6, 29);vide
(7, 0);vide
(7, 1);vide
(7, 2);vide
(7, 3);vide
(7, 4);vide
(7, 5);vide
(7, 6);vide
(7, 7);vide
(7, 8);vide
(7, 9);vide
(7, 10);vide
(7, 11);vide
(7, 12);vide
(7, 13);vide
(7, 14);vide
(7, 15);vide
(7, 16);mur
(7, 17);vide
(7, 18);vide
(7, 19);vide
(7, 20);vide
(7, 21);vide
(7, 22);spawnPoint
(7, 23);vide
(7, 24);vide
(7, 25);vide
(7, 26);vide
(7, 27);vide
(7, 28);vide
(7, 29);vide
(8, 0);vide
(8, 1);vide
(8, 2);vide
(8, 3);vide
(8, 4);vide
(8, 5);vide
(8, 6);vide
(8, 7);vide
(8, 8);vide
(8, 9);vide
(8, 10);vide
(8, 11);vide
(8, 12);vide
(8, 13);vide
(8, 14);vide
(8, 15);mur
(8, 16);vide
(8, 17);vide
(8, 18);vide
(8, 19);vide
(8, 20);vide
(8, 21);vide
(8, 22);vide
(8, 23);vide
(8, 24);vide
(8, 25);vide
(8, 26);vide
(8, 27);vide
(8, 28);vide
(8, 29);vide
(9, 0);vide
(9, 1);vide
(9, 2);vide
(9, 3);vide
(9, 4);vide
(9, 5);vide
(9, 6);vide
(9, 7);vide
(9, 8);vide
(9, 9);vide
(9, 10);vide
(9, 11);vide
(9, 12);vide
(9, 13);vide
(9, 14);vide
(9, 15);vide
(9, 16);vide
(9, 17);vide
(9, 18);vide
(9, 19);vide
(9, 20);vide
(9, 21);vide
(9, 22);spawnPoint
(9, 23);vide
(9, 24);vide
(9, 25);vide
(9, 26);vide
(9, 27);vide
(9, 28);vide
(9, 29);vide
